I, [2016-02-26T00:48:54.976852 #24338]  INFO -- : listening on addr=/tmp/unicorn.signpostml.sock fd=10
I, [2016-02-26T00:48:54.977341 #24338]  INFO -- : worker=0 spawning...
I, [2016-02-26T00:48:54.980982 #24338]  INFO -- : worker=1 spawning...
I, [2016-02-26T00:48:54.981699 #24341]  INFO -- : worker=0 spawned pid=24341
I, [2016-02-26T00:48:54.982533 #24338]  INFO -- : master process ready
I, [2016-02-26T00:48:54.989941 #24341]  INFO -- : Refreshing Gem list
I, [2016-02-26T00:48:54.995496 #24344]  INFO -- : worker=1 spawned pid=24344
I, [2016-02-26T00:48:54.995639 #24344]  INFO -- : Refreshing Gem list
/root/.rbenv/versions/2.2.2/lib/ruby/gems/2.2.0/gems/activesupport-4.0.4/lib/active_support/values/time_zone.rb:283: warning: circular argument reference - now
/root/.rbenv/versions/2.2.2/lib/ruby/gems/2.2.0/gems/activesupport-4.0.4/lib/active_support/values/time_zone.rb:283: warning: circular argument reference - now
I, [2016-02-26T00:48:56.331357 #24341]  INFO -- : worker=0 ready
I, [2016-02-26T00:48:56.332892 #24344]  INFO -- : worker=1 ready
149.175.178.102 - - [26/Feb/2016:00:50:10 -0500] "GET / HTTP/1.0" 200 46 0.0471
149.175.178.102 - - [26/Feb/2016:00:50:10 -0500] "GET /favicon.ico HTTP/1.0" 404 472 0.0386
149.175.178.102 - - [26/Feb/2016:00:50:12 -0500] "GET / HTTP/1.0" 200 46 0.0024
149.175.178.102 - - [26/Feb/2016:00:50:14 -0500] "GET /api HTTP/1.0" 404 464 0.0041
149.175.178.102 - - [26/Feb/2016:00:50:14 -0500] "GET /__sinatra__/404.png HTTP/1.0" 200 18893 0.0081
149.175.178.102 - - [26/Feb/2016:00:50:17 -0500] "GET /api/ HTTP/1.0" 200 19 0.0018
149.175.178.102 - - [26/Feb/2016:00:51:51 -0500] "GET / HTTP/1.0" 200 46 0.0026
149.175.178.102 - - [26/Feb/2016:00:51:54 -0500] "GET / HTTP/1.0" 200 46 0.0050
149.175.178.102 - - [26/Feb/2016:00:56:19 -0500] "GET / HTTP/1.0" 200 46 0.0056
149.175.178.102 - - [26/Feb/2016:00:56:19 -0500] "GET /favicon.ico HTTP/1.0" 404 475 0.0058
149.175.178.102 - - [26/Feb/2016:00:56:21 -0500] "GET / HTTP/1.0" 200 46 0.0023
149.175.178.102 - - [26/Feb/2016:00:56:30 -0500] "GET / HTTP/1.0" 200 46 0.0023
/root/.rbenv/versions/2.2.2/lib/ruby/gems/2.2.0/gems/unicorn-5.0.1/lib/unicorn/http_server.rb:195:in `pid=': Already running on PID:24338 (or pid=/var/www/signpostml/pids/unicorn.pid is stale) (ArgumentError)
	from /root/.rbenv/versions/2.2.2/lib/ruby/gems/2.2.0/gems/unicorn-5.0.1/lib/unicorn/http_server.rb:127:in `start'
	from /root/.rbenv/versions/2.2.2/lib/ruby/gems/2.2.0/gems/unicorn-5.0.1/bin/unicorn:126:in `<top (required)>'
	from /root/.rbenv/versions/2.2.2/bin/unicorn:23:in `load'
	from /root/.rbenv/versions/2.2.2/bin/unicorn:23:in `<main>'
149.175.178.102 - - [26/Feb/2016:00:58:38 -0500] "GET / HTTP/1.0" 200 46 0.0150
149.175.178.102 - - [26/Feb/2016:00:58:40 -0500] "GET / HTTP/1.0" 200 46 0.0080
149.175.178.102 - - [26/Feb/2016:00:58:44 -0500] "GET / HTTP/1.0" 200 46 0.0046
149.175.178.102 - - [26/Feb/2016:00:58:45 -0500] "GET / HTTP/1.0" 200 46 0.0066
149.175.178.102 - - [26/Feb/2016:00:58:53 -0500] "GET / HTTP/1.0" 200 46 0.0055
211.6.121.141 - - [26/Feb/2016:01:08:10 -0500] "GET / HTTP/1.0" 200 46 0.0095
149.175.178.102 - - [26/Feb/2016:01:27:44 -0500] "GET / HTTP/1.0" 200 46 0.0105
149.175.178.102 - - [26/Feb/2016:01:27:44 -0500] "GET / HTTP/1.0" 200 46 0.0120
149.175.178.102 - - [26/Feb/2016:01:27:44 -0500] "GET /apple-touch-icon-precomposed.png HTTP/1.0" 404 495 0.0119
149.175.178.102 - - [26/Feb/2016:01:27:44 -0500] "GET /favicon.ico HTTP/1.0" 404 474 0.0079
149.175.178.102 - - [26/Feb/2016:01:27:44 -0500] "GET /apple-touch-icon.png HTTP/1.0" 404 483 0.0048
149.175.178.102 - - [26/Feb/2016:01:27:44 -0500] "GET /apple-touch-icon-precomposed.png HTTP/1.0" 404 495 0.0043
149.175.178.102 - - [26/Feb/2016:01:27:44 -0500] "GET / HTTP/1.0" 200 46 0.0026
149.175.178.102 - - [26/Feb/2016:01:27:44 -0500] "GET /apple-touch-icon.png HTTP/1.0" 404 483 0.0095
149.175.178.102 - - [26/Feb/2016:01:27:44 -0500] "GET /apple-touch-icon-precomposed.png HTTP/1.0" 404 495 0.0051
149.175.178.102 - - [26/Feb/2016:01:27:45 -0500] "GET /apple-touch-icon.png HTTP/1.0" 404 483 0.0052
149.175.178.102 - - [26/Feb/2016:01:27:46 -0500] "GET / HTTP/1.0" 200 46 0.0041
149.175.178.102 - - [26/Feb/2016:01:27:47 -0500] "GET /apple-touch-icon-precomposed.png HTTP/1.0" 404 495 0.0037
149.175.178.102 - - [26/Feb/2016:01:27:47 -0500] "GET /apple-touch-icon.png HTTP/1.0" 404 483 0.0038
149.175.178.102 - - [26/Feb/2016:01:27:48 -0500] "GET / HTTP/1.0" 200 46 0.0037
149.175.178.102 - - [26/Feb/2016:01:27:50 -0500] "GET /api/ HTTP/1.0" 200 19 0.0052
149.175.178.102 - - [26/Feb/2016:01:28:01 -0500] "GET /api/ HTTP/1.0" 200 19 0.0064
149.175.178.102 - - [26/Feb/2016:01:28:04 -0500] "GET / HTTP/1.0" 200 46 0.0037
149.175.178.102 - - [26/Feb/2016:01:28:04 -0500] "GET / HTTP/1.0" 200 46 0.0029
149.175.178.102 - - [26/Feb/2016:01:28:07 -0500] "GET / HTTP/1.0" 200 46 0.0046
180.76.15.141 - - [26/Feb/2016:01:37:37 -0500] "GET / HTTP/1.0" 200 46 0.0078
180.76.15.160 - - [26/Feb/2016:01:38:38 -0500] "GET / HTTP/1.0" 200 46 0.0105
85.25.43.231 - - [26/Feb/2016:01:49:09 -0500] "GET / HTTP/1.0" 200 46 0.0075
85.25.43.231 - - [26/Feb/2016:01:49:10 -0500] "GET /ncsi.txt HTTP/1.0" 404 472 0.0137
85.25.43.231 - - [26/Feb/2016:01:49:11 -0500] "GET /HNAP1/ HTTP/1.0" 404 472 0.0074
211.6.121.139 - - [26/Feb/2016:02:08:07 -0500] "GET / HTTP/1.0" 200 46 0.0028
157.55.39.44 - - [26/Feb/2016:02:19:32 -0500] "GET / HTTP/1.0" 200 46 0.0184
180.76.15.21 - - [26/Feb/2016:02:23:15 -0500] "GET / HTTP/1.0" 200 46 0.0017
180.76.15.135 - - [26/Feb/2016:02:23:41 -0500] "GET / HTTP/1.0" 200 46 0.0017
178.216.202.190 - - [26/Feb/2016:02:30:28 -0500] "GET /testproxy.php HTTP/1.0" 404 480 0.0024
170.75.150.50 - - [26/Feb/2016:02:33:55 -0500] "GET /xmlrpc.php HTTP/1.0" 404 476 0.0019
85.248.227.164 - - [26/Feb/2016:03:28:24 -0500] "GET / HTTP/1.0" 200 46 0.0059
45.32.129.1 - - [26/Feb/2016:03:32:42 -0500] "GET / HTTP/1.0" 200 46 0.0043
180.76.15.158 - - [26/Feb/2016:03:34:30 -0500] "GET / HTTP/1.0" 200 46 0.0026
180.76.15.142 - - [26/Feb/2016:03:35:22 -0500] "GET / HTTP/1.0" 200 46 0.0025
167.114.172.223 - - [26/Feb/2016:03:37:38 -0500] "GET / HTTP/1.0" 200 46 0.0015
167.114.172.223 - - [26/Feb/2016:03:37:45 -0500] "GET /robots.txt HTTP/1.0" 404 480 0.0023
167.114.172.223 - - [26/Feb/2016:03:37:45 -0500] "GET / HTTP/1.0" 200 46 0.0016
167.114.172.223 - - [26/Feb/2016:03:37:46 -0500] "GET / HTTP/1.0" 200 46 0.0017
180.76.15.139 - - [26/Feb/2016:04:24:26 -0500] "GET / HTTP/1.0" 200 46 0.0059
180.76.15.32 - - [26/Feb/2016:04:24:55 -0500] "GET / HTTP/1.0" 200 46 0.0042
37.1.218.125 - - [26/Feb/2016:04:31:39 -0500] "GET / HTTP/1.0" 200 46 0.0061
180.76.15.146 - - [26/Feb/2016:05:34:36 -0500] "GET / HTTP/1.0" 200 46 0.0057
180.76.15.156 - - [26/Feb/2016:05:35:30 -0500] "GET / HTTP/1.0" 200 46 0.0047
180.76.15.11 - - [26/Feb/2016:06:39:15 -0500] "GET / HTTP/1.0" 200 46 0.0045
180.76.15.31 - - [26/Feb/2016:06:40:18 -0500] "GET / HTTP/1.0" 200 46 0.0053
180.76.15.8 - - [26/Feb/2016:07:39:21 -0500] "GET / HTTP/1.0" 200 46 0.0047
180.76.15.10 - - [26/Feb/2016:07:40:25 -0500] "GET / HTTP/1.0" 200 46 0.0041
180.76.15.8 - - [26/Feb/2016:08:22:03 -0500] "GET / HTTP/1.0" 200 46 0.0049
180.76.15.34 - - [26/Feb/2016:08:22:26 -0500] "GET / HTTP/1.0" 200 46 0.0048
157.55.39.44 - - [26/Feb/2016:08:42:49 -0500] "GET / HTTP/1.0" 200 46 0.0053
222.186.34.155 - - [26/Feb/2016:09:12:42 -0500] "GET / HTTP/1.0" 200 46 0.0043
180.76.15.145 - - [26/Feb/2016:09:33:15 -0500] "GET / HTTP/1.0" 200 46 0.0053
180.76.15.6 - - [26/Feb/2016:09:34:03 -0500] "GET / HTTP/1.0" 200 46 0.0041
119.28.13.87 - - [26/Feb/2016:10:15:25 -0500] "GET /manager/html HTTP/1.0" 404 478 0.0075
180.76.15.13 - - [26/Feb/2016:10:25:37 -0500] "GET / HTTP/1.0" 200 46 0.0033
180.76.15.20 - - [26/Feb/2016:10:26:11 -0500] "GET / HTTP/1.0" 200 46 0.0025
38.100.21.65 - - [26/Feb/2016:10:55:11 -0500] "GET / HTTP/1.0" 200 46 0.0052
180.76.15.14 - - [26/Feb/2016:11:38:58 -0500] "GET / HTTP/1.0" 200 46 0.0041
180.76.15.20 - - [26/Feb/2016:11:40:00 -0500] "GET / HTTP/1.0" 200 46 0.0033
180.76.15.148 - - [26/Feb/2016:12:22:42 -0500] "GET / HTTP/1.0" 200 46 0.0047
180.76.15.143 - - [26/Feb/2016:12:23:06 -0500] "GET / HTTP/1.0" 200 46 0.0044
180.76.15.163 - - [26/Feb/2016:13:37:15 -0500] "GET / HTTP/1.0" 200 46 0.0048
180.76.15.162 - - [26/Feb/2016:13:38:15 -0500] "GET / HTTP/1.0" 200 46 0.0044
180.76.15.30 - - [26/Feb/2016:14:24:48 -0500] "GET / HTTP/1.0" 200 46 0.0064
180.76.15.19 - - [26/Feb/2016:14:25:15 -0500] "GET / HTTP/1.0" 200 46 0.0043
157.55.39.44 - - [26/Feb/2016:14:59:35 -0500] "GET / HTTP/1.0" 200 46 0.0047
71.6.165.200 - - [26/Feb/2016:15:07:54 -0500] "GET / HTTP/1.0" 200 46 0.0043
71.6.165.200 - - [26/Feb/2016:15:07:54 -0500] "GET /robots.txt HTTP/1.0" 404 471 0.0046
71.6.165.200 - - [26/Feb/2016:15:07:54 -0500] "GET /sitemap.xml HTTP/1.0" 404 472 0.0041
180.76.15.141 - - [26/Feb/2016:15:36:19 -0500] "GET / HTTP/1.0" 200 46 0.0020
180.76.15.151 - - [26/Feb/2016:15:37:17 -0500] "GET / HTTP/1.0" 200 46 0.0026
180.76.15.148 - - [26/Feb/2016:16:24:29 -0500] "GET / HTTP/1.0" 200 46 0.0049
180.76.15.138 - - [26/Feb/2016:16:24:58 -0500] "GET / HTTP/1.0" 200 46 0.0051
61.148.124.38 - - [26/Feb/2016:16:29:08 -0500] "GET /manager/html HTTP/1.0" 404 478 0.0025
185.40.4.81 - - [26/Feb/2016:16:42:12 -0500] "GET / HTTP/1.0" 200 46 0.0054
63.246.134.217 - - [26/Feb/2016:17:23:54 -0500] "HEAD /admin HTTP/1.0" 404 463 0.0058
180.76.15.163 - - [26/Feb/2016:17:35:17 -0500] "GET / HTTP/1.0" 200 46 0.0051
180.76.15.140 - - [26/Feb/2016:17:36:12 -0500] "GET / HTTP/1.0" 200 46 0.0076
180.76.15.161 - - [26/Feb/2016:18:23:25 -0500] "GET / HTTP/1.0" 200 46 0.0089
180.76.15.152 - - [26/Feb/2016:18:23:50 -0500] "GET / HTTP/1.0" 200 46 0.0058
